customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BillingDelayDays,LastSupportContactDaysAgo,ContractRenewalRemainingDays,TechComplaint,NumSupportCalls,CustomerSatisfaction,HasMultipleServices,AvgMonthlyRevenue,PaymentRegularityIndex,SupportInteractionRate,LoyaltyScore,PromoResponse,NetPromoterScore
TC0003149,No,Female,0.0,No,Yes,1.0,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,63.72583817903859,62.426689086596724,19,87,13,0,2,2,1,62.426689086596724,0.6833333333333333,1.0,36.22,0,3
TC0003150,No,Female,0.028396229547772198,No,No,12.970570413481406,Yes,No,DSL,No,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),71.05292880572662,921.3600685994468,37,23,255,1,3,4,0,71.03466071482868,0.3833333333333333,0.23129283480716062,38.87,1,8
TC0003151,No,Male,0.0,No,No,25.471983028860297,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.16920084486131,2011.3269386252928,32,106,14,0,2,2,0,78.96232249944642,0.4666666666666667,0.07851764025337005,35.48,1,2
TC0003152,No,Male,1.0,No,No,23.96560351702428,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.50166629045251,1526.3588307889713,13,4,10,0,1,2,1,63.68956365754371,0.7833333333333333,0.0417264684901274,50.98,1,3
TC0003153,No,Female,0.032745449399281305,Yes,Yes,52.49798637774743,Yes,No,No,No,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,70.29951268849572,3693.199675425431,35,35,189,0,2,4,1,70.34935871351601,0.41666666666666663,0.03809669928307478,71.5,0,7
TC0003154,No,Female,0.0,No,No,23.656743278926715,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,21.244899429581444,510.1060848993069,34,85,3,0,2,3,1,21.5628194838512,0.43333333333333335,0.08454249075702605,49.81,1,7
TC0003155,No,Male,0.0,No,No,44.966396800835426,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,78.91370868874559,3541.302826623775,27,49,1,1,2,5,1,78.75442727396788,0.55,0.044477657590808836,75.98,0,10
TC0003156,No,Male,0.007166595343254852,Yes,No,2.0328632497734227,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.719205385479846,61.45358669660137,52,4,15,0,0,1,0,30.230064271883915,0.1333333333333333,0.0,9.8,0,0
TC0003157,No,Male,0.0,Yes,No,72.0,Yes,No,No,Yes,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),44.564141790989304,3221.380258133149,2,21,180,0,4,2,0,44.74139247407151,0.9666666666666667,0.05555555555555555,71.33,0,4
TC0003158,No,Female,0.004984478970509896,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.28261400863494,66.66670172004409,16,90,26,0,1,4,1,66.66670172004409,0.7333333333333334,1.0,49.22,1,8
TC0003159,No,Male,0.0,No,Yes,40.51423442465996,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,54.263633022103306,2198.69708984135,4,79,106,0,0,2,1,54.26974299440447,0.9333333333333333,0.0,63.17,1,3
TC0003160,No,Female,0.9954807362407649,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,93.07789064875114,88.58390060577345,6,31,203,0,4,3,1,88.58390060577345,0.9,1.0,46.56,1,6
TC0003161,No,Female,1.0,Yes,No,1.6908915449048352,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),89.77945513171798,146.2392850572659,26,67,137,0,2,3,1,86.48649613154011,0.5666666666666667,1.0,40.27,0,5
TC0003162,No,Female,1.0,No,No,34.25696107318733,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.12804921390206,2806.620369926644,37,109,22,0,1,1,1,81.92846890097806,0.3833333333333333,0.02919114739522802,42.7,1,0
TC0003163,No,Female,0.003022106987495695,No,Yes,44.29181985245395,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),19.12288103427692,848.4792158365032,14,108,271,1,4,2,1,19.156567028922698,0.7666666666666666,0.09031012980105363,61.94,0,2
TC0003164,No,Female,0.0,Yes,No,62.69138919322175,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),21.62996249669616,1353.27290594631,20,83,5,0,1,2,1,21.586264451332767,0.6666666666666667,0.01595115394425046,70.16,0,3
TC0003165,No,Male,0.0,No,Yes,21.21652761715238,No,No,DSL,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),51.20056635304367,1080.9903262482817,33,33,91,0,2,4,0,50.95038857227331,0.44999999999999996,0.09426613233275324,44.79,1,8
TC0003166,No,Male,0.9978131394986833,Yes,No,28.19343397283427,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),79.21264534066364,2231.6911278623593,21,76,17,0,2,3,1,79.1564138661754,0.65,0.0709385029836059,56.66,1,6
TC0003167,No,Male,0.0,Yes,No,9.466024862981747,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.15220833752097,647.1113119563724,30,47,11,0,0,3,1,68.36146337276108,0.5,0.0,43.26,1,6
TC0003168,No,Female,0.0,Yes,No,48.46322705924573,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,22.370258384207364,1081.027996843473,22,120,198,0,1,4,1,22.306149681735572,0.6333333333333333,0.020634201655154158,73.59,0,7
TC0003169,No,Male,0.005973734815832881,Yes,No,1.783102435674894,Yes,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,114.5944376319172,194.74386788050464,34,80,9,0,1,2,1,109.21630972187822,0.43333333333333335,0.5608202759374875,31.66,0,3
TC0003170,No,Female,0.0,Yes,No,2.08142350929499,No,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.69296793649312,151.48958616780385,13,117,21,0,1,4,1,72.78172149555266,0.7833333333333333,0.48044042720489655,50.82,1,8
TC0003171,No,Female,0.0,Yes,Yes,1.4083855345087846,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,74.56109852042844,112.28175340705786,22,46,13,0,1,2,0,79.72373377593614,0.6333333333333333,0.7100328535742729,25.45,1,2
TC0003172,No,Male,0.0,Yes,Yes,5.9232555693902516,No,No,No,No internet service,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.95748787613735,470.400084562015,5,26,80,1,7,1,0,79.41580082968439,0.9166666666666666,1.0,27.62,1,0
TC0003173,No,Male,0.0,No,No,4.2272274638176555,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,58.70188640690709,246.38777658284468,45,105,2,0,3,1,0,58.28590457735368,0.25,0.709685018295814,13.35,0,0
TC0003174,No,Female,0.03004385891235061,No,No,6.373876167929263,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.46789994184923,468.29762894296255,7,50,0,1,0,2,1,73.47140368042363,0.8833333333333333,0.0,43.21,1,3
TC0003175,No,Female,0.00034782921209077514,Yes,No,39.52407219360572,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),20.30760628706315,804.1017573260032,19,104,168,0,4,1,1,20.344608050181943,0.6833333333333333,0.10120414668828401,51.62,1,0
TC0003176,No,Male,0.0032597899238317137,No,No,4.38879931655575,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.01543137802672,290.4288428795811,25,63,0,0,2,1,1,66.17501096119938,0.5833333333333333,0.45570550297331974,30.1,0,1
TC0003177,No,Male,0.0,No,Yes,50.285951020773766,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,92.37645216124886,4649.255909116002,5,55,233,1,5,4,0,92.45635838119748,0.9166666666666666,0.09943135007896016,70.27,1,6
TC0003178,No,Male,0.0,No,Yes,9.314087022395595,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,20.991235455349887,202.7627089465236,24,30,248,0,1,3,1,21.769466879467995,0.6,0.10736425347922063,45.17,0,3
TC0003179,No,Male,0.0,No,No,48.63307881213106,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.14571184116872,2731.667195656994,11,94,0,0,0,4,1,56.16891347161853,0.8166666666666667,0.0,77.35,1,6
TC0003180,No,Male,0.0,Yes,No,8.706311948176076,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,82.32104193512633,718.909583557609,4,35,2,0,4,1,0,82.57337754917185,0.9333333333333333,0.45943678836800445,29.5,0,1
TC0003181,No,Male,0.0,Yes,No,3.2574359461770173,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),82.50115654228239,266.75908120568363,4,57,26,1,3,3,0,81.89234895585795,0.9333333333333333,0.9209697595192475,38.48,0,6
TC0003182,No,Female,0.0,No,No,10.80911608206281,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),48.19265618814427,526.6857543127255,12,85,3,0,1,3,1,48.72607069015887,0.8,0.09251450279634338,50.01,1,5
TC0003183,No,Male,0.9527928640679059,No,No,18.775754813673437,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.16200480604708,2130.9572230586837,27,116,24,1,4,1,1,113.49515607792316,0.55,0.21304070274112236,37.43,0,2
TC0003184,No,Male,0.9791986186214869,Yes,No,1.0,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.39090670379163,108.17561371118799,19,62,11,1,4,1,1,108.17561371118799,0.6833333333333333,1.0,30.22,1,0
TC0003185,No,Male,0.026996103577042803,No,No,5.685713691867743,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.01620139724551,368.75115551833164,9,24,24,1,1,4,1,64.85573764393996,0.85,0.17587941535471555,54.16,1,8
TC0003186,No,Male,0.01531327229013781,No,No,52.04085823269896,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Electronic check,45.041333286882306,2352.2865372863157,34,111,272,1,4,2,0,45.20076373007042,0.43333333333333335,0.076862683203919,49.58,0,3
TC0003187,No,Female,0.024324257301974697,No,No,5.778223789430969,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,No,Electronic check,66.82017649856422,389.8982307801051,40,84,286,1,2,1,1,67.4771772414342,0.33333333333333337,0.3461271271040468,25.88,1,1
TC0003188,No,Female,0.025590813183351394,No,No,44.76109535382253,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.25,821.7969300567827,26,20,0,0,1,2,1,18.35962510659611,0.5666666666666667,0.02234082951043336,58.2,1,3
TC0003189,No,Female,0.012410486041351804,Yes,No,71.11780792772012,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.20702218408276,5767.89895010361,6,77,74,0,2,2,1,81.103441151698,0.9,0.02812235160612206,79.51,0,3
TC0003190,No,Male,0.0,No,No,8.57973145186587,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.64174674908509,677.5443873169168,26,113,29,0,4,2,1,78.97034902759904,0.5666666666666667,0.4662150584130583,38.1,0,2
TC0003191,No,Male,0.0,Yes,No,37.14672838854472,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.1284391344707,2233.7015135080096,34,79,15,0,2,1,0,60.131850378426236,0.43333333333333335,0.05384054227011707,35.3,0,0
TC0003192,No,Female,0.021146989390771653,Yes,Yes,2.956359068707842,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,35.97487692302706,108.87637180212714,3,20,128,1,2,3,1,36.82785794004195,0.95,0.6765078102891456,48.64,0,5
TC0003193,No,Male,0.0011906908154307933,No,No,67.94684047500816,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.42334416078884,3824.633006633017,31,84,24,0,0,1,1,56.288607091889325,0.4833333333333333,0.0,63.41,0,1
TC0003194,No,Female,0.04599199663789843,No,Yes,18.357411400661995,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.73039026121315,1492.4568741391302,1,95,20,1,3,2,1,81.29996335351018,0.9833333333333333,0.1634217338448827,51.87,1,3
TC0003195,No,Female,0.0,No,No,32.950862079337064,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,110.63092129185758,3632.38399840924,27,3,190,0,3,3,1,110.23638743239582,0.55,0.09104465894630569,57.31,1,3
TC0003196,No,Male,0.03638195245207134,Yes,No,2.697612782203888,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,57.54333437550277,156.17604422284018,42,105,1,0,8,2,1,57.89416674369697,0.30000000000000004,1.0,29.5,0,0
TC0003197,No,Male,0.0,No,No,1.7429334484208598,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,64.17126221653402,108.55886560162435,31,3,8,0,2,3,0,62.28514674497831,0.4833333333333333,1.0,28.63,0,6
TC0003198,No,Male,0.02463792319363516,Yes,No,45.93449458314783,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),24.32017063573067,1112.771597450249,8,28,71,0,3,5,1,24.22518430971255,0.8666666666666667,0.0653103953189162,82.85,0,10
TC0003199,No,Male,0.031288503121053975,Yes,No,16.319257741235322,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),20.273757373675128,330.6895544591681,1,63,293,1,2,3,1,20.263761973903097,0.9833333333333333,0.1225545935797326,56.73,1,6
TC0003200,No,Male,0.0,No,No,71.0712023744874,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,85.25298453877541,6057.159733179958,38,71,92,1,0,2,1,85.226639353358,0.3666666666666667,0.0,68.82,0,3
TC0003201,No,Male,0.0,Yes,No,12.863600157310854,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,73.89741672141416,951.9099552728499,31,89,27,0,2,1,1,74.00027547745603,0.4833333333333333,0.15547746941304974,32.81,0,0
TC0003202,No,Female,0.0,No,No,44.70075540602358,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,18.25,815.3031036794653,27,44,163,0,0,2,1,18.239134803739812,0.55,0.0,57.83,1,1
TC0003203,No,Male,0.9773187308483261,No,No,59.65377329437197,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,36.10972681065465,2151.4217000661633,5,3,294,0,1,4,0,36.06514024602596,0.9166666666666666,0.016763398939834456,75.47,1,6
TC0003204,No,Male,0.01230130540309341,No,No,8.226183651362835,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,82.9795534018738,680.6218662469004,32,9,88,0,1,2,1,82.73847206585785,0.4666666666666667,0.12156305309745057,35.9,1,1
TC0003205,No,Male,0.0,Yes,Yes,37.39303761915418,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,100.19729106900755,3756.9170867777184,21,2,20,0,2,2,1,100.47103220234983,0.65,0.05348589275816206,55.77,0,2
TC0003206,No,Male,0.0009656815263598003,No,No,29.1129549001222,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.47597628844252,2267.3743295551267,32,46,27,0,1,1,1,77.88197169726696,0.4666666666666667,0.03434896950277632,41.51,1,0
TC0003207,No,Male,0.010257543859470931,Yes,No,65.09154502474674,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,24.551784799700688,1599.8959465713815,1,83,305,0,3,1,1,24.57916686357848,0.9833333333333333,0.04608893518903952,71.83,1,0
TC0003208,No,Female,0.0,Yes,Yes,15.833124767950714,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),95.90323684165543,1518.9235899717883,55,51,236,0,1,2,1,95.93327989471676,0.08333333333333337,0.06315872669835787,32.46,1,2
TC0003209,No,Male,0.02372910838626929,No,No,59.864714944272436,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),98.52797648923229,5896.71572308294,46,7,122,0,4,1,0,98.50068990676968,0.23333333333333328,0.06681732308795868,43.92,0,0
TC0003210,No,Female,0.0,No,No,27.637956100997464,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),110.55834468856108,3055.7242704660857,13,2,2,0,0,4,1,110.56259946645633,0.7833333333333333,0.0,65.02,0,6
TC0003211,No,Female,0.009817953118017798,No,No,10.006381074500977,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,50.340673780419934,508.30902717973845,45,108,281,0,1,3,0,50.79848782443937,0.25,0.09993622994713605,28.56,0,4
TC0003212,No,Male,0.011446496249907696,No,No,58.57220717194834,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),85.32799824034556,5002.509606732077,19,62,292,0,1,3,1,85.40756526463802,0.6833333333333333,0.017072943777999276,74.21,1,5
TC0003213,No,Male,0.025278706513741523,No,Yes,71.14680887100614,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.5502699254229,5381.727829410552,0,83,2,1,1,3,1,75.64257504743438,1.0,0.014055444170560987,87.53,1,7
TC0003214,No,Male,0.0,Yes,No,16.9501749045127,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.43762809347254,1223.973683896507,21,26,8,0,0,5,1,72.2100916829268,0.65,0.0,62.42,0,10
TC0003215,No,Female,0.0,No,Yes,7.133873879960557,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.30755736459577,386.9984106801041,29,113,364,1,7,1,1,54.24800286520397,0.5166666666666666,0.9812340556879459,30.3,0,0
TC0003216,No,Female,1.0,Yes,No,29.322775833922805,No,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,25.04303194114005,733.463119179673,39,13,20,0,1,4,0,25.01342721895883,0.35,0.03410318332970115,47.29,1,7
TC0003217,No,Female,0.003701212789690052,Yes,No,1.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,18.25,24.26401509321201,18,24,6,1,5,2,1,24.26401509321201,0.7,1.0,36.56,0,2
TC0003218,No,Female,0.0,No,No,42.383124820039356,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),26.07337460208075,1101.165082891459,45,40,15,0,6,1,0,25.981215107830185,0.25,0.14156577707463214,34.55,1,1
TC0003219,No,Female,0.002719858711093051,Yes,No,2.9048720652874356,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,18.25,57.68827682053034,2,49,4,0,1,2,1,19.859145437037384,0.9666666666666667,0.34424923973409155,42.95,0,1
TC0003220,No,Female,0.0,No,No,24.557800282310723,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,21.03575171234978,511.7395914041369,23,43,27,1,4,2,0,20.838168953297867,0.6166666666666667,0.162881037960116,37.98,1,2
TC0003221,No,Female,0.0,Yes,No,72.0,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,94.7754719383022,6816.881295380033,39,50,7,0,0,1,0,94.67890688027825,0.35,0.0,53.0,1,0
TC0003222,No,Male,0.012382778068754242,Yes,No,7.654249595532561,No,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),21.85886497264347,163.11942887854593,22,21,25,0,1,3,0,21.310962863525035,0.6333333333333333,0.13064637983371416,34.92,1,4
TC0003223,No,Male,0.0,Yes,Yes,47.71319534994182,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),28.132262347498624,1339.8992283329771,26,4,92,1,0,3,0,28.082362090943274,0.5666666666666667,0.0,55.84,0,7
TC0003224,No,Female,0.0,Yes,Yes,40.60712035474074,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.70757893818555,3766.115151701186,48,110,5,0,3,1,1,92.74519145412646,0.19999999999999996,0.07387866890811823,42.56,0,1
TC0003225,No,Female,0.9914696350612966,No,No,53.75750203757185,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.40626253778227,4640.274423169971,22,21,3,1,4,4,1,86.31863920921809,0.6333333333333333,0.07440821928824642,76.53,0,6
TC0003226,No,Male,0.022783323042408526,No,No,25.75688335996805,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),22.81804062334526,586.191255302253,10,64,15,0,1,4,1,22.75862522300835,0.8333333333333334,0.038824573067494005,64.98,1,6
TC0003227,No,Male,0.9992454696234706,Yes,No,69.56943962099415,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,33.404095465018166,2325.4676991196534,38,2,24,0,0,4,0,33.42656936419955,0.3666666666666667,0.0,69.98,0,7
TC0003228,No,Male,1.0,Yes,No,51.58158488133299,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),107.18796893187091,5537.259433229068,14,86,149,1,2,4,0,107.34954046037782,0.7666666666666666,0.03877352750213354,67.99,1,8
TC0003229,No,Male,0.9918742778141559,Yes,No,42.336712650393544,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.486460940436597,1172.3984333438746,31,93,5,0,0,1,0,27.69224060982865,0.4833333333333333,0.0,39.19,0,2
TC0003230,No,Male,0.008535675452971679,No,Yes,16.680711233882725,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,50.80485884406808,838.9145598065456,37,20,27,1,1,1,0,50.292493410143024,0.3833333333333333,0.05994948212812102,22.93,0,1
TC0003231,No,Male,0.02488262366333385,No,No,9.93316085077607,No,No phone service,DSL,No,Yes,Yes,No,No,No internet service,One year,No,Electronic check,71.828410745372,714.1235904119943,34,24,238,0,3,1,0,71.89288496784994,0.43333333333333335,0.3020186670757086,20.19,1,0
TC0003232,No,Male,1.0,No,Yes,3.6284527232948562,Yes,No phone service,No,No,No,No,No,No internet service,No internet service,Two year,No,Mailed check,64.81127989799072,231.11462170763537,52,27,12,0,2,4,0,63.69508970693415,0.1333333333333333,0.5511991343196772,28.68,0,6
TC0003233,No,Male,0.012666437038545047,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),103.07923838435545,7414.361006779762,15,74,213,1,2,2,0,102.97723620527447,0.75,0.027777777777777776,67.0,1,3
TC0003234,No,Male,1.0,No,No,59.44489383384704,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Electronic check,72.19140608496363,4294.294434659866,21,35,154,1,0,5,0,72.23992100419495,0.65,0.0,76.02,1,10
TC0003235,No,Female,0.0,Yes,No,44.41508577448213,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,No,Electronic check,49.40773283642951,2187.735414093539,38,56,133,0,1,1,0,49.256584242610245,0.3666666666666667,0.02251487265109666,38.01,0,0
TC0003236,No,Female,0.0,Yes,No,20.228041404700782,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,90.05787636157113,1828.8561266919817,26,35,18,0,2,5,0,90.41192323577975,0.5666666666666667,0.09887264713306455,52.57,1,10
TC0003237,No,Male,0.0,Yes,No,34.22918987102563,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),43.681295821398045,1496.9355111660473,21,106,114,0,2,3,1,43.73271809255337,0.65,0.05842966215490138,60.02,0,6
TC0003238,No,Female,0.0,Yes,No,54.17720743448901,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.520758794079104,1659.2562335712757,33,97,17,0,3,1,0,30.626462900983693,0.44999999999999996,0.05537383970238029,45.1,0,0
TC0003239,No,Male,0.0,No,No,7.347475488122602,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,70.02362894037516,513.6967297449293,30,96,70,0,2,1,1,69.91472521076582,0.5,0.27220233714737196,30.08,0,2
TC0003240,No,Female,0.0,No,No,28.426034239036895,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,64.70746561595111,1848.2035366055795,4,58,0,0,0,3,0,65.01798742180783,0.9333333333333333,0.0,52.46,1,6
TC0003241,No,Female,0.0,Yes,Yes,48.31017130563179,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,93.70523596451855,4535.970453805096,22,1,12,0,2,4,0,93.8926592726926,0.6333333333333333,0.04139914941197587,63.51,1,8
TC0003242,No,Male,0.0,No,No,48.53289789879912,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),76.7948624908857,3726.647343864697,4,15,192,1,7,3,1,76.78600506476057,0.9333333333333333,0.14423206326142757,73.63,1,6
TC0003243,No,Male,0.0,Yes,No,9.52849425023725,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),97.94613010032867,932.2405949241272,17,14,281,0,1,3,1,97.83713674392104,0.7166666666666667,0.1049483762846476,47.63,1,5
TC0003244,No,Female,0.0,No,No,53.43932987243932,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Mailed check,68.28929398961816,3653.5563782753784,48,67,218,1,0,2,0,68.36830452396177,0.19999999999999996,0.0,45.69,0,3
TC0003245,No,Male,1.0,No,No,29.20172324017886,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),51.67651448276601,1504.9236482326698,44,24,151,0,2,4,1,51.535439736037034,0.2666666666666667,0.06848910879506541,55.56,0,9
TC0003246,No,Female,0.0,Yes,No,72.0,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,55.02406699936098,3967.297353130247,53,85,16,0,1,1,1,55.10135212680898,0.1166666666666667,0.013888888888888888,58.33,1,0
